run_id,sequence_name,alpha,beta,gamma,theta_threshold,activation_function,rmse_quaternions,rmse_euler_angles
adb5569237ed5be437ab7f65213adba7,MH_04_difficult,0.9,0.8,1.0,0.2,relu,"[0.01279037388352016, 0.01063029071832823, 0.014654511264833268, 0.006032983268569142]","[3.3182469697879804, 0.6472981665468026, 2.348272306672637]"
93e6145ee6e6b072e01eedcac21ad1e0,MH_05_difficult,0.9,0.8,1.0,0.2,relu,"[0.011942556664860614, 0.015307802498431552, 0.02302810487313234, 0.009262352641423681]","[4.978595037949586, 0.7254865028851425, 1.8983256516514753]"
74156586989245ca23110b8ce4ab7078,MH_03_medium,0.9,0.8,1.0,0.23,relu,"[0.007940491399471762, 0.00924659970808158, 0.007301412428284749, 0.006912424970464399]","[2.777782779724061, 1.0157970968318437, 2.368231669722829]"
4beba5a0ce1f8364aea692e5d1af7d6c,MH_04_difficult,0.9,0.8,1.0,0.23,relu,"[0.01508299793600777, 0.011616601567813798, 0.01734707054902185, 0.0068053543667644665]","[3.4952536851658262, 0.6389972416266286, 2.3143819793092595]"
8a1446dd399960d83c4273acc0a28914,MH_05_difficult,0.9,0.8,1.0,0.23,relu,"[0.011880351969053071, 0.014842276015965217, 0.022714961685055882, 0.008947834670054717]","[4.887332306111842, 0.7234712418879593, 1.8814585589128843]"
2ae8b7d8dc011724ae11b50344be45a0,MH_03_medium,0.9,0.8,1.0,0.25,relu,"[0.00801712229947273, 0.008995213444228952, 0.007310734284687127, 0.007422825011607243]","[2.672817157824022, 1.0144991594570796, 2.366804986017342]"
5a8abe3d12e0c0f2bfd118dfcdf7b3bd,MH_04_difficult,0.9,0.8,1.0,0.25,relu,"[0.016554339538268018, 0.012397022014684504, 0.0190791225573703, 0.00737916180147711]","[3.659548702679693, 0.637747859607309, 2.333690127807395]"
4e61d073da9065b2eef3144250e94906,MH_05_difficult,0.9,0.8,1.0,0.25,relu,"[0.01258923583982608, 0.015644750616486198, 0.02387927988145868, 0.009535745629660222]","[5.084474788766123, 0.7268882635664938, 1.8794497552354894]"
289ccd32572f1a03d59a625c68478470,MH_03_medium,0.9,0.8,1.0,0.28,relu,"[0.007893291838301881, 0.008932502324429643, 0.007163311497147599, 0.007245206175418208]","[2.69020050339108, 1.0166758157852085, 2.374617408110233]"
cc70c5891d608a568cbac6f42aa98364,MH_04_difficult,0.9,0.8,1.0,0.28,relu,"[0.01666089986732695, 0.012487156448541871, 0.01928879308740921, 0.007454344764797925]","[3.6801231757717576, 0.6371079335595681, 2.3182233648805175]"
d851714eaa2b8c15daae993da0e8ac8e,MH_05_difficult,0.9,0.8,1.0,0.28,relu,"[0.012265028998747905, 0.015417024849409992, 0.02347193706134423, 0.009320266754208464]","[5.03733525201583, 0.723395524721465, 1.8966777434042432]"
ee60112515bb7b73797420f8319f4b9f,MH_03_medium,0.9,0.8,1.0,0.3,relu,"[0.00779345178692448, 0.00898015803375413, 0.007194616775790165, 0.006972071154806675]","[2.736268042562496, 1.0172461945060216, 2.368012571756984]"
d90cd4e880220b882324faeaa20dfa55,MH_04_difficult,0.9,0.8,1.0,0.3,relu,"[0.017606547111926628, 0.01253547345403065, 0.020227620515571837, 0.0075327696643967094]","[3.726447524877492, 0.641220549015261, 2.3452010276348028]"
9894d89ef0ffaf87f557f0bbc873029c,MH_05_difficult,0.9,0.8,1.0,0.3,relu,"[0.012480640318911575, 0.015402801409868862, 0.023751193005587878, 0.009387474519835378]","[5.05403665233659, 0.7251163105109124, 1.8815023545228091]"
cb4cdce682982cc657eff2860fb1edf9,MH_03_medium,0.9,0.8,1.0,0.2,double_exponential_sigmoid,"[0.008001681105061423, 0.008665663676609422, 0.007242359449601552, 0.007504698123804491]","[2.621154571063879, 1.0149520530396832, 2.3757035752898648]"
68bacae635202e3dab422edbbd363c55,MH_04_difficult,0.9,0.8,1.0,0.2,double_exponential_sigmoid,"[0.013443452413449236, 0.011195177499130184, 0.015611470433597972, 0.006330765701692102]","[3.428879938897116, 0.6440713371009443, 2.3374955361616183]"
136edacad0cad18529135b799791af26,MH_05_difficult,0.9,0.8,1.0,0.2,double_exponential_sigmoid,"[0.012125253310698178, 0.015550930902513247, 0.023224328817261573, 0.00946821406131853]","[5.002652842614934, 0.7238863393039138, 1.8703879138860033]"
cd70273a3e6756c622b629d608344a13,MH_03_medium,0.9,0.8,1.0,0.23,double_exponential_sigmoid,"[0.00801324873607706, 0.00880129958239856, 0.007254057157811778, 0.007565807017104655]","[2.6327883808082526, 1.0138346136761944, 2.376356344868712]"
c16861f8f67b41bfeb66468bb310b9c4,MH_04_difficult,0.9,0.8,1.0,0.23,double_exponential_sigmoid,"[0.015555770311992775, 0.012107161069529464, 0.018073398541637795, 0.007191432353459329]","[3.5902648628055056, 0.6399110910093919, 2.313639670836535]"
ad571f327e62423f4ed97423f7894c49,MH_05_difficult,0.9,0.8,1.0,0.23,double_exponential_sigmoid,"[0.012785194151527388, 0.015880868752363338, 0.024234595770032407, 0.009717700393532208]","[5.144878821251633, 0.7249210271410803, 1.876138699739659]"
65627bc0dfa32b79e1f3456cd958f574,MH_03_medium,0.9,0.8,1.0,0.25,double_exponential_sigmoid,"[0.008215566232028425, 0.008824144493761395, 0.0074676845471955515, 0.007764934858348605]","[2.585972821083136, 1.0120121016828678, 2.353780974368185]"
cfb893353508acfcdf4db152ea78fead,MH_04_difficult,0.9,0.8,1.0,0.25,double_exponential_sigmoid,"[0.018604647632900664, 0.013386110992596628, 0.021548286805261854, 0.008020852158075457]","[3.890972366842274, 0.6380047863415987, 2.3346624532441727]"
3779d7ffb6b87e1aa66721d298992192,MH_03_medium,0.9,0.8,1.0,0.28,double_exponential_sigmoid,"[0.007793441865112198, 0.008958820683386676, 0.007193890562280261, 0.006981035200085299]","[2.7319584683823086, 1.0172429865174162, 2.368039646143707]"
307104c93bf93a21df3fbadbec81a665,MH_04_difficult,0.9,0.8,1.0,0.28,double_exponential_sigmoid,"[0.016907466517112973, 0.012643897298433243, 0.019580668568927564, 0.0074259375056277095]","[3.724973982132194, 0.6384167184537881, 2.3279608798736025]"
d32fe492eb70d43f1f435c11468d9205,MH_05_difficult,0.9,0.8,1.0,0.28,double_exponential_sigmoid,"[0.012934624394832034, 0.01564369361775686, 0.024398486890891122, 0.00955205227783821]","[5.144343115504337, 0.7237287570347555, 1.8815990764581711]"
6649e8876143ee24cd42cb37f2c39cde,MH_03_medium,0.9,0.8,1.0,0.3,double_exponential_sigmoid,"[0.007839886689192626, 0.00899575607335738, 0.007163221598430484, 0.007157387627382873]","[2.7305242737654662, 1.0127357246894444, 2.3912896105317563]"
7c75617af0a16582aeeb1373ed2ca3fb,MH_04_difficult,0.9,0.8,1.0,0.3,double_exponential_sigmoid,"[0.01772635252517821, 0.012709428815894047, 0.020412487853399393, 0.0076830727340971355]","[3.7517622043679077, 0.6421277587204665, 2.3446835647942]"
e2b40eca6fc0135a1648d68c8cb646fe,MH_05_difficult,0.9,0.8,1.0,0.3,double_exponential_sigmoid,"[0.012988647089411559, 0.015876577375429086, 0.02455280042281385, 0.0097333068630821]","[5.182687819439565, 0.7231147352176153, 1.880479194275856]"
6bed3b0e28d5122f94a8c81fec91ab1c,MH_03_medium,0.9,0.8,1.0,0.2,triple_exponential_sigmoid,"[0.007952853207394563, 0.008963060327036731, 0.007298944533479015, 0.0073915655827800075]","[2.700222603833261, 1.0156541188343302, 2.391430653876215]"
62a7827664fde0caff8a024b8ba202b2,MH_04_difficult,0.9,0.8,1.0,0.2,triple_exponential_sigmoid,"[0.01893773900582515, 0.013256816727315568, 0.021970917965906226, 0.008057954687886141]","[3.8990136305518517, 0.6359753162944166, 2.332553096422515]"
04ed3ff28c65389e6eea93f66acd4bd1,MH_05_difficult,0.9,0.8,1.0,0.2,triple_exponential_sigmoid,"[0.012789942307815017, 0.015642517894802727, 0.024187695896127764, 0.009564013339284283]","[5.116691209905222, 0.7223910276780403, 1.8741920067619324]"
85bb05be689ef4904468a6ed3e05c2cc,MH_03_medium,0.9,0.8,1.0,0.23,triple_exponential_sigmoid,"[0.008020724182464264, 0.008730552639218998, 0.007290527510012992, 0.007584901192279642]","[2.6248494073869457, 1.0118741322608305, 2.376952791400452]"
d253738ecbb45560e6f45ea0fe28cd05,MH_04_difficult,0.9,0.8,1.0,0.23,triple_exponential_sigmoid,"[0.018838871118470588, 0.01339414034425688, 0.021900410271431917, 0.008092258199641936]","[3.9250682721379118, 0.6390212793450255, 2.3441317202324297]"
21f4c7b1bbffb5834e20b114b56f07f8,MH_05_difficult,0.9,0.8,1.0,0.23,triple_exponential_sigmoid,"[0.01320569164396628, 0.015993099764331466, 0.024747206065020986, 0.00980754248427191]","[5.206239866137386, 0.7245818633604982, 1.8848778941044444]"
ef07b34016feb20db9b36e804494d048,MH_03_medium,0.9,0.8,1.0,0.25,triple_exponential_sigmoid,"[0.008285325460428039, 0.008848774963801414, 0.007637654280572125, 0.008494413350603205]","[2.545217341901768, 1.0146769305552896, 2.4000181828122447]"
ee1108c18409d84ba900ddd7b546fbc6,MH_04_difficult,0.9,0.8,1.0,0.25,triple_exponential_sigmoid,"[0.01764325962824073, 0.012681061199838597, 0.020462121291200393, 0.0075063159954775185]","[3.796344818013161, 0.640987620999141, 2.3574027150120807]"
11faf9988f631bc31aa01597da353d9f,MH_05_difficult,0.9,0.8,1.0,0.25,triple_exponential_sigmoid,"[0.012778959469274598, 0.015631780913104184, 0.024176410993841192, 0.009544958324536832]","[5.119970211478534, 0.726305681482354, 1.8844137277563373]"
e638c2c1c5cdea0e3a60cf1fa6ab0e82,MH_03_medium,0.9,0.8,1.0,0.28,triple_exponential_sigmoid,"[0.008020651338655649, 0.008754945412295915, 0.0073115853118201676, 0.007639080631148907]","[2.623671146436844, 1.0163892545565183, 2.3804821938841374]"
99844c4ba1744b44967cb155bedb9b00,MH_04_difficult,0.9,0.8,1.0,0.28,triple_exponential_sigmoid,"[0.016223986888765893, 0.01227715428406437, 0.0188992497911835, 0.007149594785058863]","[3.684933532159742, 0.6390312303126668, 2.3342375186433637]"
296ab3acc2f6160f383e08d413e0b3e5,MH_05_difficult,0.9,0.8,1.0,0.28,triple_exponential_sigmoid,"[0.012465114502494623, 0.015552525367686264, 0.023773975102285697, 0.00952109089291647]","[5.0683253709633185, 0.7272104332465452, 1.878844908042332]"
e08325016b88e1fcd4e4d388b390440e,MH_03_medium,0.9,0.8,1.0,0.3,triple_exponential_sigmoid,"[0.007976650822673058, 0.00868577300341922, 0.007323231737924855, 0.007598453259739203]","[2.6200940390519447, 1.014452924501701, 2.374662425268352]"
76cd2d8ce37b1c1ca84ef8e50168eda9,MH_04_difficult,0.9,0.8,1.0,0.3,triple_exponential_sigmoid,"[0.017038030468668898, 0.012668119770005686, 0.019882951218907523, 0.0074506744070266745]","[3.761270836646457, 0.6364221547512102, 2.3200756716318245]"
1455303ab030a2afb989bce8fd88ba0e,MH_05_difficult,0.9,0.8,1.0,0.3,triple_exponential_sigmoid,"[0.01268246982634425, 0.015744318222401122, 0.024075705144674837, 0.009651387396199244]","[5.116122823889702, 0.7269188445209261, 1.8804042745042893]"
47e27c50dd131935df0f156afeba503b,MH_03_medium,1.0,0.8,1.0,0.2,relu,"[0.008259236126953649, 0.008903421013920826, 0.007391302303081743, 0.008064124465233621]","[2.586523575691169, 1.0157764103579847, 2.3951962072607333]"
424d6403f8aef2fdd06b15037686ea68,MH_04_difficult,1.0,0.8,1.0,0.2,relu,"[0.013175297771327931, 0.010915706927814581, 0.015165548656072532, 0.006242543623305308]","[3.3525692406102547, 0.6437808258452061, 2.323446358719286]"
6a51cb824430820b56b84baeb2bf9880,MH_05_difficult,1.0,0.8,1.0,0.2,relu,"[0.012614811761864039, 0.015730973940541466, 0.02395259468847793, 0.009639434100844451]","[5.097531170554222, 0.7267101318096503, 1.874059530020764]"
4c6c79db558bd6f19298dffe4bf90129,MH_03_medium,1.0,0.8,1.0,0.23,relu,"[0.008154490073318896, 0.008742358533334717, 0.007409388019576907, 0.007927163965744824]","[2.5599606516309064, 1.0111493144258572, 2.360507220978236]"
0f0e393c1fc78342139c92f41193e46e,MH_04_difficult,1.0,0.8,1.0,0.23,relu,"[0.015501244177792793, 0.011553421650350181, 0.01765761188886975, 0.0067168217897719045]","[3.488300384470152, 0.6387966085554518, 2.3171153123167185]"
1ea2580d3268dc4a8b1d052c709e672d,MH_05_difficult,1.0,0.8,1.0,0.23,relu,"[0.011690210993087122, 0.015185662120595272, 0.0224848882898554, 0.009131867030111911]","[4.895201698405535, 0.7223405081629348, 1.8858683997226484]"
44de28028ac38a849475de8bdb248d77,MH_03_medium,1.0,0.8,1.0,0.25,relu,"[0.00801758764279268, 0.008862284147918606, 0.007301682251400893, 0.007409466380226065]","[2.67226551770508, 1.015859059389525, 2.38687495638334]"
5e44ae3ff310c2f6ae210ccd99992dc7,MH_04_difficult,1.0,0.8,1.0,0.25,relu,"[0.016325278990955257, 0.012244119706464615, 0.018893407648064322, 0.007185084293764352]","[3.6578797539912027, 0.6382327979193774, 2.3347636761064168]"
af0b76e0c9050af4b533bba53d55b29f,MH_05_difficult,1.0,0.8,1.0,0.25,relu,"[0.011297305727043384, 0.0148662146021408, 0.02191930259665673, 0.0089299882213965]","[4.805371286714252, 0.7244169063756536, 1.8796146049397304]"
a83208c2f67e84561e96c641aaf3be05,MH_03_medium,1.0,0.8,1.0,0.28,relu,"[0.008085953289245433, 0.00893625363647684, 0.007326394804810621, 0.00772240118302376]","[2.634043722176706, 1.014188898856773, 2.3802842612232773]"
40623c4d08f3fd95022c94c32cfe4878,MH_04_difficult,1.0,0.8,1.0,0.28,relu,"[0.01630865923679433, 0.012123681833861628, 0.018796920922701525, 0.0072214014877746875]","[3.618790957150743, 0.6395028340108984, 2.332905037761433]"
408e38773fd9d37660aec4c8534bf745,MH_05_difficult,1.0,0.8,1.0,0.28,relu,"[0.013051860676788873, 0.015935258832654276, 0.024561448035808203, 0.009805830822927866]","[5.172720712560034, 0.7223774248560589, 1.8623538650022295]"
5ef21aba144c4e8b0ad18f43321d6299,MH_03_medium,1.0,0.8,1.0,0.3,relu,"[0.008413761269450691, 0.009035264545902935, 0.007843359472801329, 0.008824544944106486]","[2.5136559592343493, 1.01117617720825, 2.3843001397373036]"
918cff499911998133fc9a6770d4a025,MH_04_difficult,1.0,0.8,1.0,0.3,relu,"[0.018020710418756726, 0.012721413350569599, 0.02071430052452052, 0.007587410327838644]","[3.768179191658767, 0.6401794872991355, 2.340497415027453]"
19d6e215c4553c46341298c0a8ad6f43,MH_05_difficult,1.0,0.8,1.0,0.3,relu,"[0.01257206348577816, 0.015667135233829142, 0.023969886665193167, 0.009521980688525226]","[5.111769352882673, 0.7268798021990498, 1.8923989218337918]"
3f3cade9c0a8257dabf0b0d8d63c9e25,MH_03_medium,1.0,0.8,1.0,0.2,double_exponential_sigmoid,"[0.00811480805753336, 0.008923372231144732, 0.0074884223231470775, 0.007452005552189988]","[2.6945611676605843, 1.0119036679160571, 2.39760072256601]"
12c7b20eba7adebdfc86439f63d7ac12,MH_04_difficult,1.0,0.8,1.0,0.2,double_exponential_sigmoid,"[0.013345922574101471, 0.011268831232917819, 0.01564533026251745, 0.0063003493635905355]","[3.4741935066652423, 0.6445522390535932, 2.3586256618431216]"
0544e78d9985ed1953812f5013800e92,MH_05_difficult,1.0,0.8,1.0,0.2,double_exponential_sigmoid,"[0.012198842788525729, 0.015312486383596823, 0.02336604166450185, 0.009240266630158736]","[5.013433175702273, 0.7207565862613139, 1.8879095477080126]"
7cea3f4ebe4b0b436ba1a81b825be6f9,MH_03_medium,1.0,0.8,1.0,0.23,double_exponential_sigmoid,"[0.008291541440636142, 0.008800572354455258, 0.007532782179320707, 0.00843368145872517]","[2.5201026702671965, 1.0148807151473265, 2.385830824472023]"
f490447c3252db66e5f9ca486113ccb1,MH_04_difficult,1.0,0.8,1.0,0.23,double_exponential_sigmoid,"[0.01698391175282922, 0.012469672644230819, 0.0194953219411611, 0.007405107009453385]","[3.6693567622818195, 0.636862984208471, 2.3220553982117718]"
48c01c4cb41f559b4a76d8a9360b9f1a,MH_05_difficult,1.0,0.8,1.0,0.23,double_exponential_sigmoid,"[0.011416066640052396, 0.014961835864356614, 0.02219138057326714, 0.008856095176474992]","[4.870171082929241, 0.7214997930669379, 1.9124332743066443]"
f3e0cb4a639b1c10ee850ea8bdf831a7,MH_03_medium,1.0,0.8,1.0,0.25,double_exponential_sigmoid,"[0.008116799919686753, 0.008738172692274405, 0.00749994612675641, 0.007954131789984043]","[2.5875193742114826, 1.0157140000475309, 2.3765079490870953]"
98ea1482e781fbf2b17b10a69c1bae8d,MH_04_difficult,1.0,0.8,1.0,0.25,double_exponential_sigmoid,"[0.018488772272042445, 0.013032234385859046, 0.02135883632946951, 0.0078009461335230325]","[3.8332086218633004, 0.6373256692762393, 2.3237721226529606]"
7f2d6e23e5f3040006063010914227c8,MH_05_difficult,1.0,0.8,1.0,0.25,double_exponential_sigmoid,"[0.010886219080787452, 0.0145137135469419, 0.02132884878023342, 0.008747141902013037]","[4.702409192488121, 0.723892545974304, 1.8620796692980963]"
947c30727fdc4c78bee81fd2f0daa7ab,MH_03_medium,1.0,0.8,1.0,0.28,double_exponential_sigmoid,"[0.007877984500383932, 0.00956950863339932, 0.007516766430507342, 0.00661710135490638]","[2.87445098374922, 1.0137489315896326, 2.357042234869439]"
6a4167bc498d2bc39d0ec8ef2eb1a6c0,MH_04_difficult,1.0,0.8,1.0,0.28,double_exponential_sigmoid,"[0.016982689655616515, 0.012607491259822167, 0.019727685501732335, 0.0074648759450167725]","[3.7367239124136953, 0.6392110085906133, 2.3313526663088218]"
f3a7ecc8cf536981b013d677d7e10b5d,MH_05_difficult,1.0,0.8,1.0,0.28,double_exponential_sigmoid,"[0.012791580255073676, 0.015782781924932657, 0.024122071392696166, 0.009717115227232918]","[5.1097164425699635, 0.7280081543748458, 1.8668407831344287]"
aff11c0ad9f285b6355d1507ce143c77,MH_03_medium,1.0,0.8,1.0,0.3,double_exponential_sigmoid,"[0.007918215452277999, 0.008955662618398533, 0.007185819076604081, 0.007308450701004426]","[2.6785616661946645, 1.016053156629953, 2.367792028886966]"
8eda6f16f0ff8f1b03c1e648113b75cb,MH_04_difficult,1.0,0.8,1.0,0.3,double_exponential_sigmoid,"[0.015332976928636546, 0.012183146301692642, 0.01813768668080668, 0.007027752656713084]","[3.6834193108314524, 0.6409900063238988, 2.3436280598790136]"
b9b61301d63f2f8a99112fff23701dbd,MH_05_difficult,1.0,0.8,1.0,0.3,double_exponential_sigmoid,"[0.01261140522930878, 0.015590346819917986, 0.023927768761197836, 0.009554946810732315]","[5.075119069966858, 0.7246220367139634, 1.8603795213307341]"
2cc98672c81b9ce3fe8f61add80d733b,MH_03_medium,1.0,0.8,1.0,0.2,triple_exponential_sigmoid,"[0.008212075230869096, 0.008832140128362432, 0.007512431900059352, 0.00787416303428474]","[2.6009038609029917, 1.0123717697072991, 2.3807462228791016]"
1bdb1806dd83201ea4b4017ffc8adcc2,MH_04_difficult,1.0,0.8,1.0,0.2,triple_exponential_sigmoid,"[0.019038542564321314, 0.013440044658579, 0.02213047946993649, 0.008069536279157115]","[3.9315808392636846, 0.6400463493719495, 2.3217488232283423]"
dedf0caab44b3b8f2f6fc8eea034a979,MH_05_difficult,1.0,0.8,1.0,0.2,triple_exponential_sigmoid,"[0.012152167564404985, 0.015432397752829246, 0.023140189459995568, 0.009339326034592166]","[4.981000024350064, 0.7229543177214216, 1.8827057143268469]"
c2a878b46116ecbc31827dccb8bf61e4,MH_03_medium,1.0,0.8,1.0,0.23,triple_exponential_sigmoid,"[0.007941025373518741, 0.00879735569449031, 0.007426369245046904, 0.007517013237613196]","[2.656720350881998, 1.0140911656968787, 2.373953795761097]"
21b60eea8e7ee2ec6c64aea064897e86,MH_04_difficult,1.0,0.8,1.0,0.23,triple_exponential_sigmoid,"[0.01760660005046873, 0.012754058349711102, 0.020423964112605168, 0.007650329824641654]","[3.777768644556068, 0.6374779091187937, 2.3299511002567668]"
1207f061f0ec154bfb3e3e635606d5ec,MH_05_difficult,1.0,0.8,1.0,0.23,triple_exponential_sigmoid,"[0.012459387176815159, 0.015535139274101911, 0.02368052783089847, 0.009478750818493954]","[5.05191755108587, 0.7285700635693689, 1.8812396415610348]"
1e8c3dac84cadf23b46e8ad732dfb0af,MH_03_medium,1.0,0.8,1.0,0.25,triple_exponential_sigmoid,"[0.007958022357230338, 0.008906163225703088, 0.00720527606022126, 0.007670197154674862]","[2.638779394345824, 1.0143213055705655, 2.38109601488849]"
b91f73c9f6abc80f6b05283500a2d97f,MH_04_difficult,1.0,0.8,1.0,0.25,triple_exponential_sigmoid,"[0.018086163019812824, 0.012927836310512924, 0.020976921784303184, 0.007744994367893533]","[3.82944240055847, 0.6405464784326828, 2.3425598325943797]"
1d7c7888d9364de2ca3621aac6ab2ca2,MH_05_difficult,1.0,0.8,1.0,0.25,triple_exponential_sigmoid,"[0.01328932488930085, 0.0159675081281958, 0.024842617852379036, 0.009822578420285564]","[5.206307964541475, 0.7230028411665221, 1.8673860231857635]"
719e1045b01845a6b31963b69142a43d,MH_03_medium,1.0,0.8,1.0,0.28,triple_exponential_sigmoid,"[0.00779356438515825, 0.008975741622595249, 0.007194530336410431, 0.006971124703754314]","[2.7353283568738336, 1.0172647761076306, 2.3677146417778907]"
57879463b7b8e0fe332811acc0ece87f,MH_04_difficult,1.0,0.8,1.0,0.28,triple_exponential_sigmoid,"[0.017253999343982744, 0.012725596011811589, 0.020100655989373703, 0.007550696111912934]","[3.765810585564253, 0.6387781646547646, 2.3148894088394787]"
7238a092cc9aee006c1c5524948a7c87,MH_05_difficult,1.0,0.8,1.0,0.28,triple_exponential_sigmoid,"[0.01246971374856247, 0.01556482197876072, 0.02377925886620066, 0.009434803285252057]","[5.084156189265695, 0.7252387537314394, 1.902564477570511]"
aff40393288d7e88dae5c4aba0c40e53,MH_03_medium,1.0,0.8,1.0,0.3,triple_exponential_sigmoid,"[0.008080370998506106, 0.008923254952984986, 0.007287935953688948, 0.007630917067108873]","[2.6343924776403678, 1.0151214477438029, 2.3771925123454194]"
493a43551bab5277699ebf424e894074,MH_04_difficult,1.0,0.8,1.0,0.3,triple_exponential_sigmoid,"[0.017619743225372082, 0.012630531397474063, 0.020421681084608203, 0.007529611237921719]","[3.7727903848134665, 0.6395469016596279, 2.3393506188626123]"
b3fbedfa68e889255a1f0d55c28dd8a6,MH_05_difficult,1.0,0.8,1.0,0.3,triple_exponential_sigmoid,"[0.012139959823842686, 0.015217785063093958, 0.023238029182212256, 0.00928583827685629]","[4.9751166935350275, 0.7251188885723409, 1.8728661319234163]"
eb21c30b3ee0fe79c3afbfe3b09145a0,MH_03_medium,1.1,0.8,1.0,0.2,relu,"[0.007976292211997194, 0.008849846297739317, 0.007216083971369127, 0.0074035280064704626]","[2.6481839192233365, 1.0123301589363731, 2.3651242477043457]"
1454b6942e61b3e118f2f74dece85828,MH_04_difficult,1.1,0.8,1.0,0.2,relu,"[0.012258333613601149, 0.010626379887747046, 0.014298910601288834, 0.006078166940720671]","[3.317420988021264, 0.6456453739265421, 2.3313002336627187]"
